time,Surface_runoff,Base_flow,discharge
2016-07-01,0.0,4.558476944866645e-05,4.558476944866645e-05
2016-08-01,0.0,1.9017054349882807e-06,1.9017054349882807e-06
2016-09-01,6.508608455260558e-08,6.583489726506439e-08,1.3092098181767e-07
2016-10-01,1.1629428285787814e-05,2.2287093482201448e-09,1.1631656995136035e-05
2016-11-01,4.605574267275007e-05,5.536194919600403e-11,4.605579803469927e-05
2016-12-01,0.008383022094108112,0.00031988508593840467,0.008702907180046517
2017-01-01,0.0038933725877922138,0.07666546981024165,0.08055884239803386
2017-02-01,0.003585561649156388,0.06161856241054581,0.06520412405970219
2017-03-01,0.004817884892750983,0.05191406004453423,0.056731944937285214
2017-04-01,0.0011761086088088377,0.06319019888046432,0.06436630748927315
2017-05-01,0.00042126395135245044,0.00583237226627004,0.00625363621762249
2017-06-01,0.0,0.0003329112982749318,0.0003329112982749318
2017-07-01,0.0,1.3497006440748295e-05,1.3497006440748295e-05
2017-08-01,0.0,4.727497973976827e-07,4.727497973976827e-07
2017-09-01,3.2952919537746633e-09,1.5122014385923036e-08,1.84173063396977e-08
2017-10-01,1.667763608604539e-05,4.2417919520461833e-10,1.6678060265240594e-05
2017-11-01,9.494863206496764e-05,5.659783840732474e-07,9.551461044904089e-05
2017-12-01,0.0020316107065094205,0.0019401761414332733,0.003971786847942694
